	location	year	month	total_w	sex	maturity	gonad_w	age	site
622	I	2014	2	83	F	M	1.07	2	K
623	I	2014	2	56.5	F	M	2.18	1.5	K
624	I	2014	2	46.5	F	M	0.63	1	K
625	I	2014	2	44	F	M	1.07	1	K
626	I	2014	2	55	F	M	1.22	1	K
627	I	2014	2	59.5	F	M	2.4	1	K
628	I	2014	2	72.5	F	M	3.13	1.5	K
629	I	2014	2	95	F	M	1.95	3	K
630	I	2014	2	63.5	F	M	1.48	1	K
631	I	2014	2	277	F	M	14.67	3	K
632	I	2014	2	396.5	F	M	12.96	3	K
633	I	2014	2	321.5	F	M	9	3	K
634	I	2014	2	218.5	F	M	3	3	K
635	I	2014	2	454.5	F	M	14.26	3	K
636	I	2014	2	261.5	F	M	4.24	3	K
637	I	2014	2	306.5	F	M	5.03	3	K
638	I	2014	2	269.5	F	M	8.83	3	K
639	I	2014	3	228.5	F	M	11.26	3	K
640	I	2014	3	230.5	F	M	6.89	3	K
641	I	2014	3	254.5	F	M	4.98	4	K
642	I	2014	3	240	F	M	4.41	4	K
643	I	2014	3	188	F	M	4.47	NA	K
644	I	2014	3	209.5	F	M	4.09	3	K
645	I	2014	3	199	F	M	3.42	3	K
646	I	2014	3	229.5	F	M	6.57	3	K
647	I	2014	3	188.5	F	M	4.8	2.5	K
648	I	2014	3	206.5	F	M	4.87	3	K
649	I	2014	3	156	F	M	4.34	2.5	K
650	I	2014	3	285	F	M	9.87	3	K
651	I	2014	3	190.5	F	M	16.57	2	K
652	I	2014	6	193	F	M	4.55	3	K
653	I	2014	6	168.5	F	M	6.85	3	K
654	I	2014	6	154.5	F	M	6.05	3	K
655	I	2014	6	205.5	F	M	5.83	3	K
656	I	2014	6	193.5	F	M	6.24	3	K
657	I	2014	6	184	F	M	7.67	3	K
658	I	2014	6	222.5	F	M	4.92	3	K
659	I	2014	6	204	F	M	7.54	3	K
660	I	2014	6	252	F	M	7.46	3	K
661	I	2014	6	159	F	M	4.71	3	K
662	I	2014	6	168.5	F	M	4.67	3	K
663	I	2014	6	223	F	M	5.69	3	K
664	I	2014	6	172.5	F	M	3.93	3	K
665	I	2014	6	250.5	F	M	11.42	3	K
666	I	2014	6	213	F	M	9.16	3	K
667	I	2014	6	184	F	M	6.03	3	K
668	I	2014	8	96.5	F	M	0.38	2	K
669	I	2014	8	313.5	F	M	10.81	3.5	K
670	I	2014	8	254.5	F	M	4.84	3	K
671	I	2014	8	204	F	M	7.33	3	K
672	I	2014	8	416	F	M	41.15	4	K
673	I	2014	8	347	F	M	9.96	4	K
674	I	2014	8	284	F	M	4.16	3	K
675	I	2014	8	116.5	F	M	3.89	3	K
676	I	2014	8	114	F	M	0.65	2	K
677	I	2014	8	103.5	F	M	2.76	2	K
678	I	2014	9	349	F	M	33.14	3	K
679	I	2014	9	217.5	F	M	6.57	3	K
680	I	2014	9	164.5	F	M	4.81	2.5	K
681	I	2014	9	193.5	F	M	3.88	2.5	K
682	I	2014	9	130	F	M	0.33	1.5	K
683	I	2015	1	268.5	F	M	12.04	3	K
684	I	2015	1	389.5	F	M	12.99	3	K
685	I	2015	1	243	F	M	11.84	3	K
686	I	2015	1	197	F	M	6.21	3	K
687	I	2015	1	145.5	F	M	3.66	2.5	K
688	I	2015	3	394.5	F	M	26.45	3	K
689	I	2015	3	436.5	F	M	14.32	4	K
690	I	2015	3	445.5	F	M	26.6	4.5	K
691	I	2015	3	704	F	M	23.32	5	K
692	I	2015	3	153	F	M	7.36	2.5	K
693	I	2015	3	261	F	M	21.51	3.5	K
694	I	2015	3	186.5	F	M	11.53	3	K
695	I	2015	3	165	F	M	6.02	3	K
696	I	2015	3	165.5	F	M	13.13	2.5	K
697	I	2015	3	59.5	F	M	4.64	1.5	K
698	I	2015	3	40.5	F	M	0.44	1	K
699	I	2015	3	162	F	M	9.53	3	K
700	I	2015	3	152.5	F	M	11.47	2.5	K
701	I	2015	3	159.5	F	M	16.49	3	K
702	I	2015	3	134.5	F	M	2.88	2.5	K
703	I	2015	3	133	F	M	8.84	3	K
704	I	2015	5	369.5	F	M	21.21	4	K
705	I	2015	5	497	F	M	8.57	5	K
706	I	2015	5	748	F	M	27.46	6	K
707	I	2015	5	356	F	M	18	4	K
708	I	2015	5	283	F	M	12.17	4	K
709	I	2015	8	784	F	M	46.35	4	K
710	I	2015	8	726	F	M	29.06	4	K
711	I	2015	8	626.5	F	M	34.15	4	K
712	I	2015	8	715.5	F	M	29.33	4	K
713	I	2015	8	807	F	M	58.29	4.5	K
714	I	2013	3	19.5	NA	I	0.01	0	K
715	I	2013	7	93.5	NA	I	0.42	1	K
716	I	2013	7	80.5	NA	I	NA	1.5	K
717	I	2013	7	76.5	NA	I	0.16	1	K
718	I	2013	7	74.5	NA	I	0.16	1	K
719	I	2013	7	59.5	NA	I	0.13	1.5	K
720	I	2013	7	58	NA	I	0.07	1	K
721	I	2013	7	33	NA	I	0.04	1	K
722	I	2013	7	67	NA	I	0.03	1	K
723	I	2013	7	57	NA	I	NA	1	K
724	I	2013	7	58	NA	I	0.13	1.5	K
725	I	2013	7	77	NA	I	0.15	1.5	K
726	I	2013	7	51	NA	I	0.02	1	K
727	I	2013	7	36	NA	I	0.06	1	K
728	I	2013	7	19.5	NA	I	NA	NA	K
729	I	2013	7	19	NA	I	NA	1	K
730	I	2013	7	10.5	NA	I	NA	1	K
731	I	2013	7	7.5	NA	I	NA	NA	K
732	I	2013	7	6	NA	I	NA	0	K
733	I	2013	7	12.5	NA	I	NA	0	K
734	I	2013	7	1.5	NA	I	NA	0	K
735	I	2013	7	3	NA	I	NA	0	K
736	I	2013	7	2	NA	I	NA	0	K
737	I	2013	7	7	NA	I	NA	0	K
738	I	2013	7	9	NA	I	NA	0	K
739	I	2013	7	15.5	NA	I	NA	0	K
740	I	2013	7	20	NA	I	NA	1	K
741	I	2013	8	100.5	NA	I	0.3	1.5	K
742	I	2013	8	61	NA	I	0.06	1.5	K
743	I	2013	8	107.5	NA	I	0.12	2.5	K
744	I	2013	8	69	NA	I	0.09	1.5	K
745	I	2013	8	107	NA	I	0.43	1.5	K
746	I	2013	8	60	NA	I	0.04	1.5	K
747	I	2013	8	56.5	NA	I	0.08	1.5	K
748	I	2013	8	52.5	NA	I	0.05	1.5	K
749	I	2013	9	117	NA	I	NA	NA	K
750	I	2013	9	121	NA	I	0.15	2	K
751	I	2013	9	114.5	NA	I	0.36	1.5	K
752	I	2013	9	140.5	NA	I	0.19	2.5	K
753	I	2013	9	89	NA	I	0.03	NA	K
754	I	2013	10	108.5	NA	I	NA	1.5	K
755	I	2013	11	64.5	NA	I	0.01	1.5	K
756	I	2013	11	80.5	NA	I	0.3	1	K
757	I	2013	11	151.5	NA	I	0.6	2	K
758	I	2014	6	33	NA	I	NA	1	K
759	I	2014	6	39.5	NA	I	NA	1	K
760	I	2014	6	27	NA	I	NA	1	K
761	I	2014	6	35.5	NA	I	NA	1	K
762	I	2014	6	14.5	NA	I	NA	0	K
763	I	2014	8	101	NA	I	NA	2	K
764	I	2014	9	25	NA	I	NA	1	K
765	I	2014	9	16	NA	I	NA	0.5	K
766	I	2014	9	11	NA	I	NA	1	K
767	I	2014	9	11	NA	I	NA	1	K
768	I	2014	11	384	NA	I	NA	2	K
769	I	2014	11	106.5	NA	I	NA	2	K
770	I	2014	11	38.5	NA	I	0.02	1	K
771	I	2014	11	83	NA	I	NA	1	K
772	I	2014	11	49.5	NA	I	NA	1.5	K
773	I	2014	11	16.5	NA	I	NA	1	K
774	I	2014	11	16.5	NA	I	NA	1	K
775	I	2015	5	2.5	NA	I	NA	0	K
776	I	2015	5	4.5	NA	I	NA	0	K
777	I	2015	5	2.5	NA	I	NA	0	K
778	I	2015	5	5	NA	I	NA	0	K
779	I	2015	5	3	NA	I	NA	0	K
780	I	2015	5	1.45	NA	I	NA	0	K
781	KTK	2013	7	91	F	M	4.43	2	T
782	KTK	2014	11	200	F	M	4.6	3	T
783	KTK	2014	11	373.5	F	M	9.28	4	T
784	KTK	2014	11	280	F	M	3.51	4	T
785	KTK	2014	11	195	F	M	7.83	3	T
786	KTK	2014	11	195.5	F	M	7.45	3	T
787	KTK	2014	11	541.5	F	M	9.97	4.5	T
788	KTK	2014	11	293.5	F	M	15.98	3	T
789	KTK	2014	11	48	F	M	0.62	1	T
790	KTK	2015	1	60	F	M	1.66	1	T
791	KTK	2015	1	68.5	F	M	1.45	1.5	T
792	KTK	2015	1	127	F	M	5.85	2	T
793	KTK	2015	1	60.5	F	M	1.71	1	T
794	KTK	2015	1	60	F	M	1.25	2	T
795	KTK	2015	1	47.5	F	M	3.43	1	T
796	KTK	2015	1	62	F	M	4.29	1	T
797	KTK	2015	1	92	F	M	4.86	2	T
798	KTK	2015	1	213	F	M	11.01	3	T
799	KTK	2015	1	25.5	F	M	0.25	1	T
800	KTK	2015	1	35	F	M	0.26	2	T
801	KTK	2015	1	20	F	M	0.13	1	T
802	KTK	2015	1	33	F	M	0.12	1	T
803	KTK	2015	1	55.5	F	M	2.78	2	T
804	KTK	2015	1	40.5	F	M	0.23	1.5	T
805	KTK	2015	1	56	F	M	3.36	1.5	T
806	KTK	2015	1	42.5	F	M	0.24	1	T
807	KTK	2015	1	54.5	F	M	1.97	1	T
808	KTK	2015	1	93	F	M	2.41	2	T
809	KTK	2015	1	76	F	M	2.51	2	T
810	KTK	2015	1	128.5	F	M	3.41	3	T
811	KTK	2015	1	42.5	F	M	0.72	1	T
812	KTK	2015	1	79.5	F	M	2.78	2	T
813	KTK	2015	1	61	F	M	4.5	1	T
814	KTK	2015	1	52	F	M	1.19	1.5	T
815	KTK	2015	1	44.5	F	M	2.24	2	T
816	KTK	2015	1	112	F	M	8.71	3.5	T
817	KTK	2015	1	119.5	F	M	4.59	3	T
818	KTK	2015	1	97	F	M	2.27	3	T
819	KTK	2015	1	119	F	M	6.17	3	T
820	KTK	2015	1	104	F	M	4.16	3	T
821	KTK	2015	1	90.5	F	M	1.01	3	T
822	KTK	2015	1	100.5	F	M	3.49	3	T
823	KTK	2015	1	117	F	M	1.05	3	T
824	KTK	2015	1	98.5	F	M	2.43	3	T
825	KTK	2015	1	136	F	M	2.84	2.5	T
826	KTK	2015	1	143	F	M	4.71	3	T
827	KTK	2015	3	156	F	M	16.6	2.5	T
828	KTK	2015	3	148.5	F	M	9.06	2	T
829	KTK	2015	3	249	F	M	10.78	2.5	T
830	KTK	2015	3	216	F	M	5.69	3	T
831	KTK	2015	3	233	F	M	17.41	3	T
832	KTK	2015	3	139.5	F	M	3.19	3	T
833	KTK	2015	3	152.5	F	M	11.46	2.5	T
834	KTK	2015	3	141	F	M	3.3	2	T
835	KTK	2015	3	159.5	F	M	10.08	2	T
836	KTK	2015	3	128	F	M	2.66	2	T
837	KTK	2015	3	173	F	M	23	3	T
838	KTK	2015	3	113	F	M	5.58	2	T
839	KTK	2015	3	150	F	M	12.91	2	T
840	KTK	2015	3	167	F	M	6.85	2.5	T
841	KTK	2015	3	158	F	M	20.33	2.5	T
842	KTK	2015	3	151.5	F	M	6.26	2	T
843	KTK	2015	3	136.5	F	M	2.91	2	T
844	KTK	2015	3	172	F	M	16.2	NA	T
845	KTK	2015	3	133	F	M	7.13	2.5	T
846	KTK	2015	3	172.5	F	M	5.81	3	T
847	KTK	2015	3	146	F	M	18.02	3	T
848	KTK	2015	3	269	F	M	12.83	NA	T
849	KTK	2015	3	153	F	M	9.77	2.5	T
850	KTK	2015	3	186.5	F	M	5.86	3	T
851	KTK	2015	3	119.5	F	M	3.22	2	T
852	KTK	2015	3	50	F	M	1.01	1	T
853	KTK	2015	7	161.5	F	M	6.99	3	T
854	KTK	2015	7	134.5	F	M	4.51	2.5	T
855	KTK	2015	7	171	F	M	3.76	2	T
856	KTK	2015	7	169.5	F	M	5.72	3	T
857	KTK	2015	7	165.5	F	M	8.1	2	T
858	KTK	2015	7	169	F	M	3.65	3	T
859	KTK	2015	7	169	F	M	3.97	2	T
860	KTK	2015	7	182.5	F	M	8.34	3	T
861	KTK	2015	7	163	F	M	5.36	2	T
862	KTK	2015	7	165	F	M	4.31	2.5	T
863	KTK	2015	8	436.5	F	M	32.62	3.5	T
864	KTK	2015	8	247	F	M	13.58	3	T
865	KTK	2015	8	267	F	M	24.86	3	T
866	KTK	2015	8	188.5	F	M	11.74	3	T
867	KDG	2014	11	311	F	M	5.04	4.5	T
868	KDG	2014	11	118	F	M	1.27	4	T
869	KDG	2015	1	309.5	F	M	8.89	4	T
870	KDG	2015	1	341	F	M	9.03	5	T
871	KDG	2015	1	428.5	F	M	10.91	4.5	T
872	KDG	2015	6	488.5	F	M	7.21	6	T
873	KTK	2013	7	56.5	NA	I	0.51	1	T
874	KTK	2013	7	54	NA	I	0.43	1	T
875	KTK	2013	7	44	NA	I	0.46	1	T
876	KTK	2013	7	79.5	NA	I	0.47	2	T
877	KTK	2013	7	54.5	NA	I	0.57	1	T
878	KTK	2013	7	78.5	NA	I	0.16	1	T
879	KTK	2013	7	69	NA	I	0.1	1	T
880	KTK	2013	7	68	NA	I	0.45	1	T
881	KTK	2013	7	50.5	NA	I	0.34	1	T
882	KTK	2013	7	53	NA	I	0.57	1	T
883	KTK	2013	7	57.5	NA	I	0.22	1	T
884	KTK	2013	7	78	NA	I	0.34	1	T
885	KTK	2015	1	28.5	NA	I	NA	1	T
886	KTK	2015	1	31.5	NA	I	NA	1	T
887	KTK	2015	1	24.5	NA	I	NA	1.5	T
888	KTK	2015	1	49	NA	I	NA	1	T
889	KTK	2015	3	61.5	NA	I	NA	1	T
890	KTK	2015	11	8.9	NA	I	NA	0	T
891	KTK	2015	11	8.63	NA	I	NA	0	T
892	KTK	2015	11	5.6	NA	I	NA	0	T
893	KTK	2015	11	8.14	NA	I	NA	0	T
894	KTK	2015	11	7.84	NA	I	NA	0	T
895	KTK	2016	4	2.44	NA	I	NA	0	T
896	KTK	2016	4	4.51	NA	I	NA	0	T
897	KTK	2016	4	1.62	NA	I	NA	0	T
898	KTK	2016	4	2	NA	I	NA	0	T
899	KTK	2017	9	13.92	NA	I	NA	0	T
900	KTK	2017	9	16.04	NA	I	NA	0	T
901	KTK	2017	9	16.74	NA	I	NA	0	T
902	KTK	2017	9	13.63	NA	I	NA	0	T
903	KTK	2018	3	13.49	NA	I	NA	0	T
904	KTK	2018	6	4.77	NA	I	NA	0	T
905	KTK	2018	6	2.93	NA	I	NA	0	T
906	KTK	2018	6	3.5	NA	I	NA	0	T
907	KTK	2018	6	4.94	NA	I	NA	0	T
908	KTK	2018	6	5.18	NA	I	NA	0	T
909	KTK	2018	6	2.84	NA	I	NA	0	T
910	KTK	2018	6	2.56	NA	I	NA	0	T
911	KTK	2018	6	3.16	NA	I	NA	0	T
912	KTK	2018	6	3.11	NA	I	NA	0	T
913	KTK	2018	6	2.56	NA	I	NA	0	T
914	KTK	2018	6	5.72	NA	I	NA	0	T
915	KTK	2018	6	2.61	NA	I	NA	0	T
916	KTK	2018	8	0.18	NA	I	NA	0	T
917	KTK	2018	8	0.98	NA	I	NA	0	T
918	KTK	2018	8	0.62	NA	I	NA	0	T
919	KTK	2018	8	0.44	NA	I	NA	0	T
920	KTK	2018	8	0.73	NA	I	NA	0	T
921	KTK	2018	8	0.38	NA	I	NA	0	T
922	KTK	2018	8	0.39	NA	I	NA	0	T
923	KTK	2018	8	0.73	NA	I	NA	0	T
924	KTK	2018	8	0.43	NA	I	NA	0	T
925	KTK	2018	8	1.08	NA	I	NA	0	T
926	KTK	2018	8	1.21	NA	I	NA	0	T
927	KTK	2018	8	0.35	NA	I	NA	0	T
928	KTK	2018	8	0.31	NA	I	NA	0	T
929	KTK	2018	8	0.69	NA	I	NA	0	T
930	KTK	2018	8	0.64	NA	I	NA	0	T
